"rs","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ncontrol","ntreatment","outcomes1_2","outcome_c1","outcome_t1","outcome_c2","outcome_t2"
"ML3","Subjective Distance interaction","TAMU","USA",1,"177","Between","Group x categorical variable","ANOVA","r","0.024475692",91,86,"NA _ NA",NA,NA,NA,NA
"ML3","Subjective Distance interaction","UCDavis","USA",1,"110","Between","Group x categorical variable","ANOVA","r","-0.018018226",51,59,"NA _ NA",NA,NA,NA,NA
"ML3","Subjective Distance interaction","UCRiverside","USA",1,"229","Between","Group x categorical variable","ANOVA","r","0.184826814",115,114,"NA _ NA",NA,NA,NA,NA
"ML3","Subjective Distance interaction","UFL","USA",1,"134","Between","Group x categorical variable","ANOVA","r","-0.077722624",63,71,"NA _ NA",NA,NA,NA,NA
"ML3","Subjective Distance interaction","UniversityOfSouthernMississippi","USA",1,"86","Between","Group x categorical variable","ANOVA","r","-0.080248006",47,39,"NA _ NA",NA,NA,NA,NA
"ML3","Subjective Distance interaction","UniversityOfToronto","CAN",1,"77","Between","Group x categorical variable","ANOVA","r","-0.049757408",36,41,"NA _ NA",NA,NA,NA,NA
"ML3","Subjective Distance interaction","UVA","USA",1,"178","Between","Group x categorical variable","ANOVA","r","0.00215665",86,92,"NA _ NA",NA,NA,NA,NA
"ML3","Subjective Distance interaction","VCU","USA",1,"92","Between","Group x categorical variable","ANOVA","r","0.282120128",51,41,"NA _ NA",NA,NA,NA,NA
"ML3","Subjective Distance interaction","mturk","USA",0,"574","Between","Group x categorical variable","ANOVA","r","0.033607716",292,282,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","AshlandUniversity","USA",1,"84","Within","Conscientiousness with persistance","correlation","r","-0.2113888",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","BradleyUniversity","USA",1,"117","Within","Conscientiousness with persistance","correlation","r","0.007624803",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","CarletonUniversity","CAN",1,"42","Within","Conscientiousness with persistance","correlation","r","-0.06357754",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","Ithaca","USA",1,"90","Within","Conscientiousness with persistance","correlation","r","0.2007985",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","MiamiUniversity","USA",1,"96","Within","Conscientiousness with persistance","correlation","r","-0.06392194",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","MichiganStateUniversity","USA",1,"314","Within","Conscientiousness with persistance","correlation","r","0.02015154",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","MontanaStateUniversity","USA",1,"126","Within","Conscientiousness with persistance","correlation","r","-0.04414049",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","NovaSoutheasternUniversity","USA",1,"131","Within","Conscientiousness with persistance","correlation","r","0.1034288",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","OSUNewark","USA",1,"156","Within","Conscientiousness with persistance","correlation","r","-0.0851966",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","PacificLutheranUniversity","USA",1,"101","Within","Conscientiousness with persistance","correlation","r","-0.1399075",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","abington","USA",1,"118","Within","Conscientiousness with persistance","correlation","r","0.02433485",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","SDSU","USA",1,"139","Within","Conscientiousness with persistance","correlation","r","0.004294308",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","TAMU","USA",1,"179","Within","Conscientiousness with persistance","correlation","r","0.1415478",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","UCDavis","USA",1,"117","Within","Conscientiousness with persistance","correlation","r","0.06029606",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","UCRiverside","USA",1,"240","Within","Conscientiousness with persistance","correlation","r","-0.02011479",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","UFL","USA",1,"137","Within","Conscientiousness with persistance","correlation","r","0.1644415",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","UniversityOfSouthernMississippi","USA",1,"89","Within","Conscientiousness with persistance","correlation","r","-0.05992367",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","UniversityOfToronto","CAN",1,"80","Within","Conscientiousness with persistance","correlation","r","-0.01726644",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","UVA","USA",1,"177","Within","Conscientiousness with persistance","correlation","r","-0.000519782",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","VCU","USA",1,"95","Within","Conscientiousness with persistance","correlation","r","0.000264722",NA,NA,"NA _ NA",NA,NA,NA,NA
"ML3","Conscientiousness and persistance","mturk","USA",0,"580","Within","Conscientiousness with persistance","correlation","r","0.04721134",NA,NA,"NA _ NA",NA,NA,NA,NA
"RRR1","Verbal overshadowing 1","mturk","USA",0,"390","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.0597722960151803",186,204,"count correct _ count incorrect",91,112,95,92
"RRR1","Verbal overshadowing 1","Victoria K. Alogna, Jamin Halberstadt, Jonathan Jong, Joshua C. Jackson, Cathy Ng","NZL",1,"113","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.130325814536341",57,56,"count correct _ count incorrect",40,32,17,24
"RRR1","Verbal overshadowing 1","Stacy Birch","USA",1,"106","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.000714285714285667",50,56,"count correct _ count incorrect",33,37,17,19
"RRR1","Verbal overshadowing 1","Angela R. Birt, Philip Aucoin","CAN",1,"101","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0266666666666667",50,51,"count correct _ count incorrect",18,17,32,34
"RRR1","Verbal overshadowing 1","Maria A. Brandimonte","ITA",1,"140","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.1",70,70,"count correct _ count incorrect",27,34,43,36
"RRR1","Verbal overshadowing 1","Curt Carlson, Dawn Weatherford, Maria Carlson","USA",1,"150","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.133333333333333",75,75,"count correct _ count incorrect",42,32,33,43
"RRR1","Verbal overshadowing 1","Kimberly S. Dellapaolera, Brian H. Bornstein","USA",1,"150","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.147581792318634",76,74,"count correct _ count incorrect",41,29,35,45
"RRR1","Verbal overshadowing 1","Jean-Francois Delvenne, Charity Brown, Emma Portch, Tara Zaksaite","GBR",1,"120","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.0222283967768825",61,59,"count correct _ count incorrect",40,40,21,19
"RRR1","Verbal overshadowing 1","Gerald Echterhoff, René Kopietz","DEU",1,"87","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.155885471898197",46,41,"count correct _ count incorrect",24,15,22,26
"RRR1","Verbal overshadowing 1","Casey M. Eggleston,  Calvin K. Lai, Elizabeth A. Gilbert,","USA",1,"150","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0713902308105206",69,81,"count correct _ count incorrect",39,40,30,41
"RRR1","Verbal overshadowing 1","Daniel L. Greenberg, Marino Mugayar-Baldocchi","USA",1,"100","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0800000000000001",50,50,"count correct _ count incorrect",28,24,22,26
"RRR1","Verbal overshadowing 1","Andre Kehn, Kimberly Schweitzer, Bradlee W. Gamblin, Kimberly Wiseman, Narina L. Nunez","USA",1,"131","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.049719887955182",68,63,"count correct _ count incorrect",39,33,29,30
"RRR1","Verbal overshadowing 1","Christopher Koch, Remi Gentry, Jennifer Shaheed, Kelsi Buswell","USA",1,"96","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.0833333333333333",48,48,"count correct _ count incorrect",22,26,28,22
"RRR1","Verbal overshadowing 1","Nicola Mammarella, Beth Fairfield, Alberto Di Domenico","ITA",1,"220","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.118181818181818",110,110,"count correct _ count incorrect",58,45,52,65
"RRR1","Verbal overshadowing 1","Shannon McCoy, Arielle Rancourt","USA",1,"123","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.154415653093601",61,62,"count correct _ count incorrect",35,26,26,36
"RRR1","Verbal overshadowing 1","Abigail A. Mitchell, Marilyn S. Petro","USA",1,"113","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.0385831752055661",51,62,"count correct _ count incorrect",26,34,25,28
"RRR1","Verbal overshadowing 1","Robin Musselman, Michael Colarusso","USA",1,"101","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.164705882352941",50,51,"count correct _ count incorrect",20,12,30,39
"RRR1","Verbal overshadowing 1","Christopher R. Poirier, Matthew K. Attaya, Kathleen A. McConnaughy, Jessica E. Pappagianopoulos, Griffin A. Sullivan","USA",1,"110","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.127272727272727",55,55,"count correct _ count incorrect",31,24,24,31
"RRR1","Verbal overshadowing 1","Eva Rubínová, Marek Vranka, Štepán Bahník","CZE",1,"118","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.0694117647058823",50,68,"count correct _ count incorrect",23,36,27,32
"RRR1","Verbal overshadowing 1","Kyle J. Susa, Jessica K. Swanner, Christian A. Meissner","USA",1,"110","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0",55,55,"count correct _ count incorrect",23,23,32,32
"RRR1","Verbal overshadowing 1","W. Burt Thompson","USA",1,"100","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.14",50,50,"count correct _ count incorrect",21,28,29,22
"RRR1","Verbal overshadowing 1","Joanna Ulatowska, Aleksandra Cislak","POL",1,"110","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.0363636363636364",55,55,"count correct _ count incorrect",38,40,17,15
"RRR1","Verbal overshadowing 1","Kimberley A. Wade, Ulrike Körner, Melissa, F. Colloff,  Melina A. Kunar","GBR",1,"120","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0833333333333334",60,60,"count correct _ count incorrect",39,34,21,26
"RRR1","Verbal overshadowing 1","Simon Chu, John E. Marsh, Faye Skelton","GBR",1,"101","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0874509803921568",51,50,"count correct _ count incorrect",32,27,19,23
"RRR1","Verbal overshadowing 1","John E. Edlund, Austin Lee Nichols","USA",1,"112","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.122790099646416",61,51,"count correct _ count incorrect",26,28,35,23
"RRR1","Verbal overshadowing 1","Fiona Gabbert, Tim Valentine","GBR",1,"108","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.0332761578044597",53,55,"count correct _ count incorrect",31,34,22,21
"RRR1","Verbal overshadowing 1","Fabio P. Leite","USA",1,"102","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.175384615384615",50,52,"count correct _ count incorrect",28,20,22,32
"RRR1","Verbal overshadowing 1","Alex H. McIntyre, Stephen R. H. Langton, Peter J. B. Hancock","GBR",1,"103","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0139517345399698",51,52,"count correct _ count incorrect",37,37,14,15
"RRR1","Verbal overshadowing 1","Robert B. Michael,  Gregory Franco, Mevagh Sanson, Maryanne Garry","NZL",1,"185","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","0.00199390100867936",98,87,"count correct _ count incorrect",55,49,43,38
"RRR1","Verbal overshadowing 1","Matthew A. Palmer, Aaron Drummond, James D. Sauer, Daniel V. Zuj, Lauren Hall, Liam Satchell, Glenys Holt, Miriam Rainsford","AUS",1,"107","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0168067226890757",51,56,"count correct _ count incorrect",30,32,21,24
"RRR1","Verbal overshadowing 1","Verkoeijen, P. P. J. L., Bouwmeester, S., Zwaan, R. A.","NLD",1,"105","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0457516339869282",54,51,"count correct _ count incorrect",30,26,24,25
"RRR1","Verbal overshadowing 1","Christopher A. Was, Dale Hirsch. Rachel Todaro, Connie Romig","USA",1,"135","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0215100965759438",68,67,"count correct _ count incorrect",38,36,30,31
"RRR2","Verbal overshadowing 2","mturk","USA",0,"387","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.107521697203472",183,204,"count correct _ count incorrect",104,94,79,110
"RRR2","Verbal overshadowing 2","Victoria K. Alogna, Jamin Halberstadt, Jonathan Jong, Joshua C. Jackson, Cathy Ng","NZL",1,"100","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.12",50,50,"count correct _ count incorrect",31,25,19,25
"RRR2","Verbal overshadowing 2","Stacy Birch","USA",1,"107","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.157232704402516",54,53,"count correct _ count incorrect",36,27,18,26
"RRR2","Verbal overshadowing 2","Angela R. Birt, Philip Aucoin","CAN",1,"61","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.249462365591398",31,30,"count correct _ count incorrect",16,8,15,22
"RRR2","Verbal overshadowing 2","Maria A. Brandimonte","ITA",1,"100","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.02",50,50,"count correct _ count incorrect",24,23,26,27
"RRR2","Verbal overshadowing 2","Curt Carlson, Dawn Weatherford, Maria Carlson","USA",1,"150","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.24",75,75,"count correct _ count incorrect",50,32,25,43
"RRR2","Verbal overshadowing 2","Kimberly S. Dellapaolera, Brian H. Bornstein","USA",1,"139","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.206053067993366",67,72,"count correct _ count incorrect",38,26,29,46
"RRR2","Verbal overshadowing 2","Jean-Francois Delvenne, Charity Brown, Emma Portch, Tara Zaksaite","GBR",1,"94","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.259057971014493",48,46,"count correct _ count incorrect",26,13,22,33
"RRR2","Verbal overshadowing 2","Gerald Echterhoff, René Kopietz","DEU",1,"89","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.216380182002022",46,43,"count correct _ count incorrect",26,15,20,28
"RRR2","Verbal overshadowing 2","Casey M. Eggleston,  Calvin K. Lai, Elizabeth A. Gilbert","USA",1,"84","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0170164492342598",41,43,"count correct _ count incorrect",15,15,26,28
"RRR2","Verbal overshadowing 2","Daniel L. Greenberg, Marino Mugayar-Baldocchi","USA",1,"60","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.133333333333333",30,30,"count correct _ count incorrect",19,15,11,15
"RRR2","Verbal overshadowing 2","Andre Kehn, Kimberly Schweitzer, Bradlee W. Gamblin, Kimberly Wiseman, Narina L. Nunez","USA",1,"99","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0106122448979591",50,49,"count correct _ count incorrect",24,23,26,26
"RRR2","Verbal overshadowing 2","Christopher Koch, Remi Gentry, Jennifer Shaheed, Kelsi Buswell","USA",1,"60","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.1",30,30,"count correct _ count incorrect",14,11,16,19
"RRR2","Verbal overshadowing 2","Nicola Mammarella, Beth Fairfield, Alberto Di Domenico","ITA",1,"100","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.22",50,50,"count correct _ count incorrect",26,15,24,35
"RRR2","Verbal overshadowing 2","Shannon K. McCoy, Arielle Rancourt","USA",1,"82","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.146341463414634",41,41,"count correct _ count incorrect",19,13,22,28
"RRR2","Verbal overshadowing 2","Abigail A. Mitchell, Marilyn S. Petro","USA",1,"92","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.195652173913044",46,46,"count correct _ count incorrect",22,13,24,33
"RRR2","Verbal overshadowing 2","Robin Musselman, Michael Colarusso","USA",1,"60","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.233333333333333",30,30,"count correct _ count incorrect",14,7,16,23
"RRR2","Verbal overshadowing 2","Christopher R. Poirier, Matthew K. Attaya, Griffin A. Sullivan, Kathleen A. McConnaughy, Jessica E. Pappagianopoulos","USA",1,"85","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.289911308203991",41,44,"count correct _ count incorrect",24,13,17,31
"RRR2","Verbal overshadowing 2","Eva Rubínová, Marek Vranka, Štepán Bahník","CZE",1,"102","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0323076923076923",50,52,"count correct _ count incorrect",17,16,33,36
"RRR2","Verbal overshadowing 2","Kyle J. Susa, Jessica K. Swanner, Christian A. Meissner","USA",1,"100","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.24",50,50,"count correct _ count incorrect",23,11,27,39
"RRR2","Verbal overshadowing 2","W. Burt Thompson","USA",1,"77","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.0890688259109312",39,38,"count correct _ count incorrect",24,20,15,18
"RRR2","Verbal overshadowing 2","Joanna Ulatowska, Aleksandra Cislak","POL",1,"94","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.170212765957447",47,47,"count correct _ count incorrect",35,27,12,20
"RRR2","Verbal overshadowing 2","Kimberley A. Wade, Ulrike Körner, Melissa, F. Colloff,  Melina A. Kunar","GBR",1,"120","Between","Outcome 1 vs. 2 between groups","Chisquare","Risk difference","-0.166666666666667",60,60,"count correct _ count incorrect",36,26,24,34
"RRR3","Grammar on detailed processing","mturk","USA",0,"260","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.130000000000001",130,130,"mean _ SD",5.9,5.77,0.9,0.97
"RRR3","Grammar on detailed processing","Arnal","USA",1,"67","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.00999999999999979",35,32,"mean _ SD",4.88,4.87,1.13,1.12
"RRR3","Grammar on detailed processing","Berger","USA",1,"75","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.45",35,40,"mean _ SD",5.34,4.89,0.97,1.16
"RRR3","Grammar on detailed processing","Birt , Aucoin","CAN",1,"66","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.399999999999999",33,33,"mean _ SD",4.88,4.48,0.93,1.1
"RRR3","Grammar on detailed processing","Eerland, Sherrill, Magliano,  Zwaan","USA",1,"100","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.00999999999999979",50,50,"mean _ SD",5.13,5.12,1.05,1.24
"RRR3","Grammar on detailed processing","Ferretti","CAN",1,"85","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.329999999999999",42,43,"mean _ SD",4.94,5.27,1.29,0.86
"RRR3","Grammar on detailed processing","Knepp","USA",1,"86","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0",43,43,"mean _ SD",4.91,4.91,1.24,1.19
"RRR3","Grammar on detailed processing","Kurby, Kibbe","USA",1,"120","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.0200000000000005",60,60,"mean _ SD",4.81,4.83,1.05,1.28
"RRR3","Grammar on detailed processing","Melcher","USA",1,"66","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.16",33,33,"mean _ SD",5.08,4.92,1.37,1.31
"RRR3","Grammar on detailed processing","Michael","USA",1,"83","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.0800000000000001",39,44,"mean _ SD",5.07,4.99,1.13,1.16
"RRR3","Grammar on detailed processing","Poirier, Capezza, Crocker","USA",1,"79","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.19",40,39,"mean _ SD",5.09,4.9,0.99,1.08
"RRR3","Grammar on detailed processing","Prenoveau, Carlucci","USA",1,"100","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.0200000000000005",50,50,"mean _ SD",4.79,4.77,1.2,1.32
"RRR3","Grammar on intention attribution","mturk","USA",0,"260","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.0200000000000005",130,130,"mean _ SD",4.13,4.15,0.58,0.59
"RRR3","Grammar on intention attribution","Arnal","USA",1,"67","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.15",35,32,"mean _ SD",4.03,3.88,0.57,0.54
"RRR3","Grammar on intention attribution","Berger","USA",1,"75","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.15",35,40,"mean _ SD",3.83,3.68,0.54,0.53
"RRR3","Grammar on intention attribution","Birt , Aucoin","CAN",1,"66","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.0800000000000001",33,33,"mean _ SD",3.83,3.91,0.53,0.63
"RRR3","Grammar on intention attribution","Eerland, Sherrill, Magliano,  Zwaan","USA",1,"100","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.00999999999999979",50,50,"mean _ SD",3.76,3.75,0.56,0.45
"RRR3","Grammar on intention attribution","Ferretti","CAN",1,"85","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.19",42,43,"mean _ SD",3.79,3.98,0.54,0.66
"RRR3","Grammar on intention attribution","Knepp","USA",1,"86","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.29",43,43,"mean _ SD",3.91,3.62,0.66,0.74
"RRR3","Grammar on intention attribution","Kurby, Kibbe","USA",1,"120","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0",60,60,"mean _ SD",3.94,3.94,0.52,0.62
"RRR3","Grammar on intention attribution","Melcher","USA",1,"66","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.12",33,33,"mean _ SD",3.82,3.94,0.65,0.83
"RRR3","Grammar on intention attribution","Michael","USA",1,"83","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.13",39,44,"mean _ SD",4.01,4.14,0.56,0.58
"RRR3","Grammar on intention attribution","Poirier, Capezza, Crocker","USA",1,"79","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.0600000000000001",40,39,"mean _ SD",3.78,3.84,0.62,0.63
"RRR3","Grammar on intention attribution","Prenoveau, Carlucci","USA",1,"100","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.0299999999999998",50,50,"mean _ SD",3.79,3.82,0.58,0.6
"RRR3","Grammar on intentionality","mturk","USA",0,"260","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.33",130,130,"mean _ SD",4.54,4.21,1.03,1.36
"RRR3","Grammar on intentionality","Arnal","USA",1,"67","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.35",35,32,"mean _ SD",3.82,3.47,1.37,1.61
"RRR3","Grammar on intentionality","Berger","USA",1,"75","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.98",35,40,"mean _ SD",4.16,3.18,1,2.12
"RRR3","Grammar on intentionality","Birt , Aucoin","CAN",1,"66","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.38",33,33,"mean _ SD",4.13,3.75,1.18,1.27
"RRR3","Grammar on intentionality","Eerland, Sherrill, Magliano,  Zwaan","USA",1,"100","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.16",50,50,"mean _ SD",3.63,3.79,1.72,1.61
"RRR3","Grammar on intentionality","Ferretti","CAN",1,"85","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.00999999999999979",42,43,"mean _ SD",3.94,3.93,1.09,0.85
"RRR3","Grammar on intentionality","Knepp","USA",1,"86","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.95",43,43,"mean _ SD",4,3.05,1.26,1.68
"RRR3","Grammar on intentionality","Kurby, Kibbe","USA",1,"120","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.14",60,60,"mean _ SD",3.64,3.5,1.5,1.83
"RRR3","Grammar on intentionality","Melcher","USA",1,"66","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.65",33,33,"mean _ SD",2.94,3.59,2.04,1.76
"RRR3","Grammar on intentionality","Michael","USA",1,"83","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.41",39,44,"mean _ SD",3.85,3.44,1.47,1.51
"RRR3","Grammar on intentionality","Poirier, Capezza, Crocker","USA",1,"79","Between","control vs. treatment","Independent sample t-test","Raw mean difference","0.32",40,39,"mean _ SD",3.53,3.85,1.64,1.33
"RRR3","Grammar on intentionality","Prenoveau, Carlucci","USA",1,"100","Between","control vs. treatment","Independent sample t-test","Raw mean difference","-0.38",50,50,"mean _ SD",3.57,3.19,1.64,1.81
"RRR4","Ego depletion","Birt & Muise","CAN",1,"96","Between","control vs. treatment","Independent samples t-test","d","0.178809603",49,47,"mean _ SD",0.275,0.291,0.088,0.091
"RRR4","Ego depletion","Calvillo & Mills","USA",1,"124","Between","control vs. treatment","Independent samples t-test","d","0.115562906",64,60,"mean _ SD",0.308,0.323,0.148,0.107
"RRR4","Ego depletion","Carruth & Miyake","USA",1,"178","Between","control vs. treatment","Independent samples t-test","d","0.0469",91,87,"mean _ SD",0.327,0.333,0.129,0.127
"RRR4","Ego depletion","Crowell, Finley & Schmeichel","USA",1,"124","Between","control vs. treatment","Independent samples t-test","d","-0.137965489",62,62,"mean _ SD",0.296,0.276,0.173,0.11
"RRR4","Ego depletion","Evans, Fay & Mosser","USA",1,"151","Between","control vs. treatment","Independent samples t-test","d","-0.117843738",76,75,"mean _ SD",0.33,0.313,0.123,0.163
"RRR4","Ego depletion","Francis & Inzlicht","CAN",1,"109","Between","control vs. treatment","Independent samples t-test","d","-0.140376133",55,54,"mean _ SD",0.292,0.272,0.169,0.109
"RRR4","Ego depletion","Hagger, Chatzisarantis & Zweinenberg","AUS",1,"117","Between","control vs. treatment","Independent samples t-test","d","0.0448",63,54,"mean _ SD",0.325,0.329,0.092,0.086
"RRR4","Ego depletion","Lau & Brewer","USA",1,"128","Between","control vs. treatment","Independent samples t-test","d","0.325763023",64,64,"mean _ SD",0.287,0.336,0.105,0.185
"RRR4","Ego depletion","Lynch, VanDellen & Campbell","USA",1,"139","Between","control vs. treatment","Independent samples t-test","d","0.152610427",68,71,"mean _ SD",0.269,0.289,0.121,0.14
"RRR4","Ego depletion","Philipp & Cannon","NZL",1,"84","Between","control vs. treatment","Independent samples t-test","d","-0.144571915",41,43,"mean _ SD",0.324,0.308,0.138,0.076
"RRR4","Ego depletion","Ringos & Carlucci","USA",1,"95","Between","control vs. treatment","Independent samples t-test","d","0.273591713",48,47,"mean _ SD",0.29,0.319,0.104,0.108
"RRR4","Ego depletion","Brandt","NLD",1,"145","Between","control vs. treatment","Independent samples t-test","d","-0.158826935",70,75,"mean _ SD",0.296,0.281,0.098,0.091
"RRR4","Ego depletion","Cheung, Kroese, Fennis & de Ridder","NLD",1,"203","Between","control vs. treatment","Independent samples t-test","d","-0.0326",102,101,"mean _ SD",0.316,0.313,0.096,0.088
"RRR4","Ego depletion","Elson","DEU",1,"101","Between","control vs. treatment","Independent samples t-test","d","0.178245622",51,50,"mean _ SD",0.305,0.32,0.078,0.09
